id,carat,cut,color,clarity,depth,table,x,y,z,price
18838,1.01,Premium,H,VS1,61.2,61.0,6.44,6.41,3.93,5294
24894,0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,1046
14126,0.61,Ideal,D,VVS1,62.1,56.0,5.43,5.46,3.38,4241
3473,0.74,Premium,G,SI2,62.7,60.0,5.78,5.73,3.61,2238
25646,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,524
2470,0.76,Ideal,J,SI1,62.9,54.0,5.82,5.85,3.67,1896
2649,0.34,Very Good,G,VS1,63.1,57.0,4.45,4.4,2.79,880
18586,1.54,Very Good,E,SI2,59.0,62.0,7.56,7.59,4.47,7877
12565,0.3,Premium,F,VS2,62.8,58.0,4.29,4.24,2.68,776
5318,0.31,Ideal,D,VS1,62.1,57.0,4.32,4.35,2.69,683
22536,1.61,Ideal,E,SI2,61.6,56.0,7.54,7.62,4.67,9961
18327,1.06,Premium,I,SI1,61.9,59.0,6.52,6.5,4.03,4452
15728,0.56,Ideal,G,VS1,60.6,56.0,5.36,5.33,3.24,1915
20665,0.42,Ideal,G,VS1,62.0,55.0,4.78,4.83,2.98,921
16641,0.39,Good,E,VS2,63.1,56.0,4.63,4.69,2.94,830
7782,0.91,Ideal,G,VS2,61.4,57.0,6.23,6.28,3.84,5023
24097,0.34,Ideal,E,SI1,61.0,57.0,4.48,4.51,2.74,596
26180,0.55,Ideal,E,SI1,62.3,56.0,5.26,5.23,3.27,1668
322,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4222
8054,0.59,Ideal,F,VS1,61.1,56.0,5.43,5.47,3.33,2140
24561,0.51,Premium,G,VVS1,60.2,58.0,5.24,5.2,3.14,2027
17696,0.33,Premium,D,SI1,60.3,58.0,4.49,4.47,2.7,780
9127,0.53,Ideal,D,SI1,62.2,56.0,5.19,5.23,3.24,1631
16008,1.71,Premium,F,VS2,62.3,59.0,7.57,7.53,4.7,18791
25950,1.62,Ideal,H,VS2,62.4,57.0,7.48,7.53,4.68,11114
15856,0.33,Ideal,H,VVS1,61.7,56.0,4.48,4.46,2.76,965
2485,1.26,Ideal,G,VS2,60.8,55.0,7.02,7.04,4.28,9399
211,0.58,Ideal,E,SI1,61.6,55.0,5.33,5.38,3.3,1636
1014,0.25,Very Good,E,VVS1,60.2,59.0,4.11,4.13,2.48,575
3917,0.41,Premium,G,VS2,61.8,59.0,4.76,4.72,2.93,1061
26620,1.11,Ideal,I,VS2,61.7,55.0,6.66,6.69,4.12,5506
20482,0.3,Ideal,G,IF,62.0,56.0,4.31,4.3,2.67,956
2527,2.03,Ideal,F,SI2,61.4,58.0,8.12,8.16,5.0,18535
10805,1.51,Ideal,G,VS1,61.6,56.0,7.34,7.37,4.53,14542
1672,0.59,Premium,E,VS2,59.1,61.0,5.61,5.53,3.29,1641
10177,1.07,Ideal,G,SI1,61.9,55.0,6.57,6.62,4.08,5347
25796,2.0,Premium,H,SI2,58.9,57.0,8.09,58.9,8.06,12210
9525,0.42,Ideal,I,VS2,61.0,54.0,4.84,4.87,2.96,807
18099,0.31,Premium,H,VVS2,61.4,58.0,4.32,4.35,2.66,625
26020,0.51,Very Good,F,VS1,61.4,60.0,5.07,5.13,3.13,1604
3439,0.3,Ideal,G,VS2,60.8,57.0,4.33,4.38,2.65,491
16825,0.3,Ideal,F,VS1,61.3,55.0,4.36,4.32,2.66,731
9368,0.51,Very Good,G,VS1,61.1,56.0,5.17,5.2,3.17,1668
17941,1.22,Ideal,J,SI2,61.2,57.0,6.86,6.9,4.21,4676
10876,0.53,Premium,F,VS2,61.4,60.0,5.18,5.21,3.19,1631
5080,0.9,Premium,G,SI1,60.1,59.0,6.25,6.2,3.74,3326
22888,1.61,Ideal,D,VS2,62.0,55.0,7.51,7.5,4.67,18318
9568,0.72,Very Good,E,VS2,63.8,57.0,5.66,5.69,3.62,3035
153,1.16,Ideal,I,VS2,61.5,57.0,6.78,6.75,4.16,5302
6298,1.01,Premium,H,VS2,62.6,60.0,6.39,6.36,3.99,4745
8638,0.56,Ideal,D,VS2,61.2,56.0,5.35,5.3,3.26,2066
14900,0.91,Good,D,SI1,64.6,58.0,6.02,6.12,3.92,4265
7896,0.35,Ideal,H,VS2,61.2,56.0,4.53,4.56,2.78,571
11506,0.73,Very Good,E,SI1,61.6,59.0,5.77,5.78,3.56,2760
5866,0.31,Premium,F,VS2,62.7,59.0,4.34,4.3,2.71,802
24523,1.52,Premium,G,VVS1,60.4,59.0,7.38,7.48,4.49,15959
13379,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,432
5563,0.53,Ideal,E,VS2,62.0,55.0,5.21,5.17,3.22,1727
23200,1.2,Very Good,G,SI1,63.2,59.0,6.77,6.74,4.27,5665
3572,1.3,Good,J,SI1,64.0,58.0,6.91,6.84,4.4,5242
25767,0.7,Very Good,E,SI1,63.2,61.0,5.61,5.49,3.51,2164
24445,0.32,Ideal,H,VS2,63.0,57.0,4.38,4.35,2.75,648
9391,0.32,Premium,H,VS1,62.8,58.0,4.37,4.35,2.74,720
10874,1.24,Ideal,E,VS2,62.7,58.0,6.79,6.86,4.28,8887
7479,0.44,Very Good,E,VS1,59.7,59.0,4.94,5.01,2.97,1090
13955,0.3,Premium,F,VVS1,61.8,59.0,4.29,4.26,2.64,1114
3404,0.79,Ideal,H,VVS1,62.0,56.0,5.92,5.96,3.68,3675
12622,0.53,Premium,D,SI1,60.0,58.0,5.29,5.24,3.16,1753
16279,0.9,Premium,F,SI2,58.0,57.0,6.41,6.34,3.7,3704
25743,0.32,Ideal,E,VS2,62.3,56.0,4.38,4.41,2.74,702
16846,0.79,Very Good,H,SI1,63.4,57.0,5.86,5.9,3.73,2649
6611,1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,10111
18255,1.05,Ideal,I,SI1,62.1,59.0,6.5,6.47,4.03,4516
17347,0.36,Ideal,H,SI1,62.3,53.0,4.57,4.61,2.86,538
5289,0.35,Premium,E,VS1,62.2,58.0,4.47,4.5,2.79,718
20769,0.53,Good,E,VS1,63.2,56.0,5.14,5.18,3.26,1776
332,0.7,Ideal,H,VS2,62.4,58.0,5.67,5.71,3.55,2429
11787,0.31,Premium,G,VS1,60.4,59.0,4.41,4.37,2.65,695
10400,0.42,Ideal,G,VVS1,61.6,55.0,4.82,4.85,2.98,1179
789,1.0,Premium,H,SI1,62.2,51.0,6.47,6.4,4.0,3511
23246,0.3,Ideal,D,VVS2,59.4,60.0,4.39,4.47,2.63,802
18156,0.31,Ideal,G,VVS1,60.8,56.0,4.41,4.43,2.69,772
9854,1.5,Premium,G,VS1,62.7,58.0,7.25,7.3,4.56,14105
3032,0.31,Ideal,G,VVS2,61.7,54.0,4.38,4.34,2.69,907
1252,2.2,Ideal,I,SI2,62.2,56.0,8.33,8.29,5.17,13512
7843,1.58,Fair,H,SI1,64.7,58.0,7.28,7.22,4.69,7333
1366,1.0,Very Good,G,SI1,62.3,62.0,6.34,6.38,3.96,5511
8674,0.34,Ideal,G,IF,60.9,56.0,4.5,4.53,2.75,974
23327,0.38,Very Good,G,SI1,62.0,54.8,4.64,4.67,2.89,755
6009,0.82,Very Good,I,VS1,63.6,58.9,5.88,5.93,3.76,2583
24403,0.41,Ideal,J,SI2,62.5,54.0,4.78,4.79,2.99,731
17208,0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,2107
3249,2.32,Ideal,G,SI2,61.0,58.0,8.5,8.54,5.2,18532
12657,0.7,Very Good,H,SI1,63.0,55.0,5.59,5.64,3.54,2048
5168,0.9,Premium,D,SI1,62.7,58.0,6.15,6.09,3.84,4304
21853,0.72,Ideal,G,VS1,61.8,56.0,5.74,5.76,3.55,3478
9137,0.79,Very Good,F,VS1,58.6,57.0,6.08,6.14,3.58,3398
12964,1.1,Ideal,J,VS2,62.4,55.0,6.59,6.64,4.13,4537
26114,0.5,Ideal,J,VS2,61.6,57.0,5.08,5.12,3.14,1099
14300,0.3,Ideal,E,VS2,62.1,56.0,4.31,4.25,2.66,844
8258,0.32,Ideal,D,SI1,60.9,55.0,4.45,4.48,2.72,715
1606,1.51,Good,E,SI1,62.8,59.0,7.16,7.2,4.51,11487
16072,2.03,Very Good,I,VS2,59.9,59.0,8.32,8.24,4.96,16422
6791,1.2,Good,H,VS2,62.6,56.0,6.73,6.76,4.22,6468
401,0.38,Very Good,E,SI2,62.5,61.0,4.59,4.63,2.88,590
4349,1.02,Ideal,E,SI2,62.9,57.0,6.44,6.38,4.03,4798
887,1.52,Premium,H,SI1,61.2,58.0,7.53,7.43,4.57,8566
18893,0.71,Very Good,F,SI1,63.3,60.0,5.61,5.54,3.53,2198
23580,0.5,Ideal,H,SI1,62.2,57.0,5.07,5.09,3.16,1140
19428,0.31,Ideal,H,VVS1,62.2,54.0,4.36,4.39,2.72,707
441,2.01,Very Good,J,SI1,59.3,62.0,8.15,8.2,4.85,12257
17765,1.2,Very Good,I,SI1,62.6,58.2,6.71,6.74,4.21,5280
21358,1.21,Ideal,I,VVS2,62.2,55.0,6.79,6.83,4.23,7134
15583,1.01,Good,F,SI2,63.6,59.0,6.38,6.34,4.04,4072
18852,0.3,Very Good,I,VS1,58.8,61.0,4.38,4.43,2.59,473
7186,1.64,Premium,I,SI2,61.3,58.0,7.62,7.58,4.66,8743
7231,0.96,Fair,F,SI2,66.3,62.0,6.27,5.95,4.07,2759
8539,2.05,Premium,H,VS2,60.7,61.0,8.25,8.13,4.97,16235
17790,0.81,Very Good,F,VS1,62.7,56.0,5.92,5.98,3.73,3689
2914,0.4,Premium,G,VS2,60.4,58.0,4.75,4.78,2.88,753
17473,0.32,Very Good,I,VS2,62.9,57.0,4.37,4.4,2.76,449
5680,0.38,Very Good,H,VS2,60.6,58.0,4.68,4.7,2.84,700
20243,0.71,Ideal,D,SI1,63.0,55.0,5.64,5.57,3.53,2694
15281,0.9,Very Good,I,SI2,61.5,57.0,6.16,6.19,3.8,3503
7520,0.3,Ideal,G,VVS1,62.0,54.0,4.35,4.36,2.7,764
16649,0.61,Good,G,VS2,61.2,62.8,5.38,5.42,3.3,1821
13469,0.32,Premium,I,VVS2,61.9,59.0,4.38,4.35,2.7,720
10471,0.71,Good,E,SI1,58.4,61.0,5.85,5.93,3.44,2573
24499,0.5,Ideal,H,SI1,62.1,58.0,5.04,5.07,3.14,1140
15837,0.56,Ideal,H,VS1,61.6,56.0,5.31,5.34,3.28,1949
26266,0.4,Premium,D,SI2,61.1,58.0,4.76,4.73,2.9,855
5879,1.26,Premium,D,VS2,62.5,59.0,6.91,6.85,4.3,9720
5351,0.93,Premium,G,VS2,62.2,59.0,6.26,6.21,3.88,4750
23428,0.31,Ideal,D,VS2,61.0,54.0,4.38,4.44,2.69,656
839,2.05,Premium,J,VS2,62.3,60.0,8.15,8.09,5.06,13667
3898,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2352
18303,0.31,Ideal,G,VVS2,62.4,56.0,4.33,4.36,2.71,707
21381,0.7,Good,F,VS2,64.3,59.0,5.6,5.56,3.59,2373
17982,0.32,Very Good,G,VS2,61.9,56.0,4.36,4.39,2.71,576
20918,1.03,Ideal,F,SI2,62.3,56.0,6.51,6.43,4.03,4268
4661,0.74,Very Good,G,VS1,59.8,58.0,5.85,5.89,3.51,2896
9633,1.01,Good,G,VS2,64.4,58.0,6.23,6.31,4.04,5418
9657,1.01,Very Good,E,SI1,63.3,58.0,6.39,6.37,4.04,5077
22165,0.5,Ideal,E,VS1,62.3,55.0,5.12,5.09,3.18,1724
3716,0.29,Very Good,F,VS1,63.0,55.0,4.24,4.27,2.68,504
19575,0.92,Very Good,J,SI1,62.6,58.0,6.18,6.22,3.88,3170
2724,1.17,Fair,I,SI2,59.2,68.0,6.91,6.84,4.07,3833
26553,0.23,Very Good,F,VVS2,60.4,61.0,3.93,3.95,2.38,505
1806,1.53,Premium,G,VVS1,60.6,58.0,7.45,7.49,4.53,16451
8610,1.11,Ideal,D,VS2,61.2,57.0,6.69,6.71,4.1,10443
26027,1.09,Ideal,I,SI1,59.4,61.0,6.68,6.73,3.98,4692
12189,1.09,Premium,G,SI2,61.3,60.0,6.66,6.59,4.06,3601
16470,2.14,Premium,I,SI1,59.5,59.0,8.42,8.36,4.99,15499
10913,0.57,Ideal,I,VS2,61.9,57.0,5.3,5.33,3.29,1410
26895,0.54,Ideal,G,VVS1,61.3,56.0,5.23,5.28,3.22,1982
8496,0.5,Good,E,SI1,58.5,59.0,5.2,5.23,3.05,1331
17688,0.4,Ideal,F,VS1,62.7,55.0,4.74,4.76,2.98,982
11883,0.73,Ideal,G,VVS2,61.0,56.0,5.82,5.86,3.56,3783
17145,1.18,Very Good,D,I1,61.5,62.0,6.73,6.88,4.19,3816
16754,2.02,Ideal,G,VS2,62.0,57.0,8.1,8.05,5.01,18700
3046,0.3,Ideal,H,VVS1,62.3,57.0,4.27,4.3,2.67,665
15213,0.41,Good,E,VS1,63.5,54.0,4.71,4.74,3.0,935
3063,0.24,Ideal,F,VVS2,61.8,56.0,3.97,4.02,2.47,552
20387,1.37,Ideal,J,SI2,62.2,55.0,7.07,7.11,4.41,6091
23729,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,449
14415,1.16,Ideal,F,VVS2,61.8,56.7,6.7,6.78,4.16,10439
3737,1.0,Very Good,D,VS2,59.8,60.0,6.46,6.49,3.87,7281
25189,1.87,Ideal,H,VS1,59.7,60.0,7.98,8.04,4.78,17761
23808,0.31,Premium,E,VVS2,61.3,60.0,4.35,4.33,2.66,1046
12014,0.42,Ideal,E,VS2,62.1,56.0,4.77,4.8,2.97,958
26805,0.32,Ideal,D,SI1,62.1,54.0,4.4,4.45,2.75,715
4916,0.41,Ideal,G,VVS2,61.3,56.0,4.77,4.76,2.92,1076
7239,0.5,Very Good,H,SI1,60.0,55.0,5.2,5.23,3.13,1148
11930,0.31,Premium,G,SI1,61.8,58.0,4.35,4.32,2.68,553
7341,0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343
25384,0.71,Ideal,F,VS1,61.1,56.0,5.75,5.78,3.52,3404
25206,1.05,Very Good,I,VS2,62.4,59.0,6.48,6.51,4.05,4975
4026,0.33,Premium,H,VS1,61.9,58.0,4.43,4.45,2.75,579
14162,0.4,Ideal,G,SI2,60.6,56.0,4.82,4.76,2.91,870
22548,0.4,Ideal,G,VS1,62.3,57.0,4.68,4.73,2.93,819
23148,0.7,Very Good,G,VS1,62.5,58.0,5.63,5.69,3.54,2437
15733,1.21,Premium,I,SI2,61.8,60.0,6.86,6.76,4.21,4391
6451,2.02,Ideal,J,SI2,62.7,56.9,8.03,8.07,5.05,11314
22331,2.0,Good,H,SI1,63.3,59.0,7.96,8.03,5.06,17600
12597,0.54,Very Good,F,VS2,62.0,59.0,5.16,5.22,3.22,1889
11745,1.01,Very Good,G,VS1,59.3,57.0,6.55,6.6,3.9,7451
10306,1.2,Very Good,I,SI1,62.6,57.0,6.74,6.77,4.23,5476
6616,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,6580
11634,0.26,Ideal,I,VS1,61.9,56.0,4.08,4.16,2.55,358
18615,0.75,Very Good,D,SI1,63.9,56.0,5.73,5.75,3.67,3085
22060,0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,3454
25367,0.33,Ideal,E,VS2,60.3,57.0,4.54,4.51,2.73,928
4303,0.7,Ideal,I,VS2,62.2,55.0,5.69,5.73,3.55,2154
17169,0.33,Ideal,E,VVS1,61.2,56.0,4.51,4.45,2.74,1052
15572,0.5,Ideal,E,VS2,61.3,57.0,5.13,5.15,3.15,1624
15107,0.7,Very Good,G,VS2,63.2,57.0,5.61,5.66,3.56,2353
14349,0.72,Ideal,E,VS2,62.0,56.0,5.73,5.76,3.56,2962
9845,0.74,Very Good,I,VVS1,62.6,57.0,5.76,5.78,3.61,2666
19691,1.24,Ideal,H,SI1,61.3,57.0,6.95,6.89,4.24,6254
2988,1.05,Ideal,D,VVS2,61.9,54.0,6.53,6.55,4.05,11196
22424,1.52,Very Good,I,SI1,62.6,60.0,7.3,7.33,4.58,8703
15832,0.37,Premium,D,VS1,61.9,58.0,4.56,4.62,2.84,941
19669,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,625
16760,0.31,Ideal,G,VVS2,62.1,56.0,4.35,4.32,2.69,907
11496,1.0,Very Good,D,SI1,60.1,60.0,6.47,6.55,3.91,4697
9034,0.38,Ideal,F,VVS1,61.9,55.0,4.67,4.7,2.9,1096
6034,0.34,Very Good,E,SI1,59.6,57.0,4.52,4.61,2.72,596
1432,0.23,Very Good,D,VVS2,60.4,59.0,3.95,4.0,2.4,530
21845,0.54,Ideal,G,VS1,62.3,55.0,5.2,5.24,3.25,1754
17083,0.51,Ideal,E,SI1,60.8,57.0,5.17,5.22,3.16,1437
1123,0.55,Very Good,F,VS2,62.5,56.0,5.23,5.27,3.28,1625
21354,0.4,Ideal,I,SI2,61.3,56.0,4.76,4.79,2.93,612
12646,0.32,Ideal,G,VS2,62.1,56.0,4.4,4.36,2.72,672
14505,0.92,Very Good,D,VVS2,62.8,58.0,6.11,6.22,3.87,7150
25105,0.7,Ideal,H,VVS1,60.3,56.0,5.77,5.82,3.49,3524
20323,0.58,Ideal,G,VS1,62.6,54.0,5.3,5.34,3.33,1884
2393,0.33,Premium,H,VS1,59.5,59.0,4.53,4.48,2.68,743
13776,0.43,Ideal,E,VS2,62.8,56.0,4.86,4.79,3.03,1048
17037,1.0,Premium,I,SI2,61.6,59.0,6.34,6.41,3.93,3712
5185,0.64,Ideal,I,SI2,61.2,55.0,5.54,5.6,3.41,1257
22104,0.34,Premium,H,VS2,60.2,60.0,4.56,4.51,2.73,689
17801,0.57,Ideal,G,VVS2,60.7,55.0,5.34,5.36,3.25,2095
14794,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2802
741,0.6,Very Good,J,VS1,62.6,56.0,5.37,5.41,3.37,1378
9281,2.45,Ideal,J,VS2,60.4,56.0,8.72,8.81,5.3,18113
16054,1.06,Ideal,G,VS1,61.4,56.0,6.55,6.58,4.03,7589
3831,0.72,Premium,D,SI2,62.0,60.0,5.73,5.69,3.54,2795
19940,0.31,Ideal,E,SI1,61.5,55.0,4.39,4.42,2.71,547
9374,0.4,Very Good,G,VVS2,62.5,60.0,4.65,4.7,2.92,982
23698,0.32,Ideal,F,SI1,61.0,55.0,4.45,4.47,2.72,648
869,0.53,Ideal,H,IF,62.0,54.0,5.19,5.23,3.23,1920
18797,0.38,Ideal,E,SI2,61.2,57.0,4.71,4.67,2.87,812
13782,0.41,Good,I,SI1,63.8,57.0,4.67,4.7,2.99,611
18618,1.21,Premium,G,VS2,62.2,58.0,6.85,6.81,4.25,7996
7540,1.65,Premium,G,SI1,61.0,58.0,7.66,7.62,4.66,11864
1607,1.67,Premium,I,VS2,61.9,56.0,7.64,7.6,4.72,10736
20479,0.73,Premium,J,VS1,60.2,58.0,5.87,5.82,3.52,2037
6051,0.41,Ideal,F,SI2,62.0,53.0,4.77,4.81,2.97,612
18967,0.3,Very Good,H,SI1,63.4,58.0,4.24,4.21,2.68,540
26043,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2041
2632,1.53,Ideal,F,SI1,61.9,55.0,7.43,7.36,4.58,11525
15274,0.47,Good,H,VS1,65.1,59.0,4.81,4.87,3.15,1031
5217,1.55,Premium,G,VS2,60.5,60.0,7.49,7.46,4.52,10499
26389,0.71,Good,I,SI1,62.6,63.0,5.54,5.61,3.49,1788
15598,0.32,Ideal,E,VVS2,61.5,57.0,4.4,4.41,2.71,842
13281,0.3,Good,F,IF,64.3,53.0,4.22,4.27,2.73,780
5528,0.6,Very Good,H,VS2,60.8,60.0,5.39,5.44,3.29,1557
10801,0.79,Ideal,D,SI1,61.2,56.0,6.02,5.95,3.66,3185
10426,0.59,Ideal,E,VS1,62.3,56.0,5.4,5.38,3.36,2294
25761,1.24,Premium,H,SI2,62.3,58.0,6.84,6.8,4.25,4444
7166,1.12,Premium,E,SI2,63.0,61.0,6.66,6.61,4.18,4215
26780,0.35,Very Good,F,VS2,61.1,62.0,4.5,4.54,2.76,706
4076,1.51,Very Good,J,SI2,62.8,59.0,7.23,7.26,4.55,6773
17254,0.42,Premium,E,SI1,61.5,58.0,4.78,4.84,2.96,722
1417,0.73,Ideal,F,VS1,61.1,57.0,5.8,5.89,3.57,3140
4868,0.41,Premium,F,VS2,61.1,56.0,4.84,4.79,2.94,1107
26243,0.9,Fair,J,VS1,64.6,58.0,6.12,6.06,3.93,2964
14561,0.33,Ideal,D,VS2,61.8,56.0,4.45,4.48,2.76,781
12082,0.9,Premium,F,SI1,62.5,62.0,6.11,6.08,3.81,3881
19966,2.0,Fair,H,SI2,64.5,56.0,7.93,7.86,5.09,11655
11472,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4377
12192,1.67,Very Good,G,VVS2,61.6,57.0,7.61,7.69,4.71,17028
11149,0.71,Good,I,VVS1,63.8,56.0,5.7,5.65,3.62,2572
9919,0.71,Ideal,G,SI1,61.5,55.0,5.75,5.79,3.55,3061
20248,0.47,Ideal,D,VS1,60.5,57.0,5.04,5.07,3.06,2086
7009,0.41,Ideal,G,VS2,62.5,56.0,4.75,4.72,2.96,1061
2222,0.31,Very Good,G,VS2,60.9,57.0,4.37,4.39,2.67,559
7744,0.33,Premium,H,VVS2,61.6,58.0,4.42,4.45,2.73,666
11270,0.9,Very Good,G,SI1,63.3,56.0,6.08,6.11,3.86,3752
25214,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,689
18984,0.73,Premium,H,VS2,61.0,58.0,5.76,5.84,3.54,2496
10202,0.6,Ideal,E,SI1,60.6,57.0,5.43,5.47,3.3,1613
4471,0.29,Very Good,E,VS1,60.0,57.0,4.33,4.34,2.6,619
7877,0.4,Ideal,H,VS1,61.8,59.0,4.74,4.72,2.92,1017
5300,0.3,Ideal,G,VVS2,62.2,55.0,4.33,4.29,2.68,878
8850,0.33,Premium,E,VS2,62.0,59.0,4.39,4.41,2.73,723
18294,0.28,Ideal,E,VVS2,62.1,56.0,4.21,4.19,2.61,828
21293,0.23,Very Good,F,VS1,62.1,58.0,3.91,3.95,2.44,373
6865,0.82,Premium,H,SI2,59.5,62.0,6.13,6.07,3.63,2499
15465,0.42,Very Good,H,VVS1,62.2,56.0,4.78,4.81,2.98,1193
7848,1.01,Premium,F,VS1,61.4,60.0,6.45,6.39,3.94,7792
8883,0.3,Very Good,E,VS2,62.9,58.0,4.27,4.31,2.7,544
4132,2.01,Very Good,I,SI1,61.8,62.0,7.98,8.07,4.96,13691
8150,0.53,Ideal,E,VS2,62.1,54.6,5.19,5.21,3.23,1690
26877,0.7,Very Good,F,SI1,63.1,54.0,5.64,5.67,3.57,2278
6576,1.05,Ideal,H,SI2,61.2,57.0,6.59,6.54,4.02,4410
7406,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1436
8924,2.0,Very Good,I,VS2,63.5,59.0,7.98,7.93,5.05,15025
7297,1.21,Good,J,IF,62.1,60.0,6.81,6.87,4.25,6299
9329,1.63,Ideal,F,SI1,61.5,56.0,7.55,7.58,4.66,13363
1521,0.51,Very Good,E,SI1,62.9,57.0,5.06,5.11,3.2,1304
22269,1.51,Good,J,SI1,64.1,61.0,7.16,7.19,4.6,6394
26395,0.26,Very Good,F,VS1,60.4,56.0,4.14,4.16,2.51,499
25451,0.9,Very Good,E,VS2,61.3,58.0,6.16,6.23,3.8,5887
1413,0.98,Fair,G,SI2,66.6,56.0,6.12,6.02,4.04,3332
21666,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1249
16196,1.16,Ideal,G,VVS1,,57.0,6.72,6.74,4.17,9526
984,0.7,Very Good,H,VS2,61.6,55.0,5.71,5.75,3.53,2330
24706,0.31,Very Good,H,VS1,62.8,58.0,4.29,4.31,2.7,544
13993,0.7,Very Good,D,VS2,63.3,56.0,5.6,5.58,3.54,2826
4795,0.31,Premium,E,VVS2,61.4,58.0,4.33,4.36,2.67,816
11895,0.9,Premium,F,SI1,61.4,55.0,6.18,6.16,3.79,4435
15943,0.3,Ideal,H,SI1,62.6,53.1,4.27,4.3,2.69,475
13296,1.01,Good,F,VS2,63.1,60.0,6.29,6.39,4.0,6159
21805,0.31,Premium,D,SI2,62.1,59.0,4.31,4.35,2.69,462
3455,0.9,Very Good,F,SI1,62.7,59.0,6.12,6.16,3.85,4119
2386,0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,2636
25920,0.41,Ideal,D,VS2,62.2,54.0,4.77,4.81,2.98,1007
19604,0.26,Ideal,E,VVS1,,57.0,4.07,4.1,2.52,599
8183,0.51,Premium,J,SI1,62.6,59.0,5.1,5.06,3.18,1020
310,0.54,Premium,D,SI1,62.6,57.0,5.21,5.12,3.23,1650
7617,0.91,Very Good,E,SI2,63.8,60.0,6.05,6.09,3.87,3751
5957,0.32,Premium,G,SI2,61.6,59.0,4.38,4.35,2.69,540
7654,1.01,Premium,G,VS2,59.2,59.0,6.59,6.52,3.88,6108
25464,0.72,Ideal,F,VS2,62.2,56.0,5.75,5.73,3.57,2956
24279,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,5839
6859,1.02,Ideal,G,VS1,61.5,55.0,6.49,6.52,4.0,7357
9246,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1370
10635,1.19,Ideal,J,SI1,62.0,56.0,6.8,6.77,4.21,4678
23224,1.02,Ideal,H,SI2,62.5,53.0,6.43,6.47,4.03,4918
18028,1.51,Very Good,H,VS2,63.0,57.0,7.25,7.3,4.58,10319
9868,0.34,Ideal,I,IF,62.1,54.0,4.49,4.53,2.8,695
8296,1.07,Very Good,E,VS2,60.4,58.0,6.61,6.66,4.01,6441
10686,0.42,Ideal,F,VVS2,61.3,57.0,4.82,4.8,2.95,1221
6288,0.51,Very Good,E,VS2,63.3,56.0,5.12,5.08,3.23,1781
1462,1.57,Ideal,I,VS2,62.8,57.0,7.46,7.37,4.66,10462
3836,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15829
10215,1.0,Premium,H,SI2,59.6,62.0,6.52,6.41,3.85,3640
732,0.83,Ideal,D,SI1,61.5,53.0,6.09,6.07,3.74,3933
7433,1.23,Very Good,H,VS2,61.6,59.0,6.84,6.86,4.22,6459
1255,0.72,Ideal,G,VVS1,61.7,54.8,5.73,5.77,3.55,3548
15001,0.43,Premium,E,SI2,61.0,60.0,4.94,4.87,2.99,903
21683,2.01,Fair,F,I1,58.7,66.0,8.3,8.19,4.84,7294
14250,0.7,Good,F,VS1,64.0,57.0,5.62,5.54,3.57,2381
20034,0.4,Ideal,J,VS1,60.4,56.0,4.77,4.8,2.89,641
22958,0.42,Premium,D,VVS2,62.8,59.0,4.76,4.73,2.98,1241
2552,1.16,Ideal,I,SI2,62.6,56.0,6.68,6.73,4.2,4478
23501,0.38,Very Good,D,VS2,63.1,55.0,4.6,4.59,2.9,1005
13516,0.32,Very Good,I,SI1,63.1,56.0,4.39,4.36,2.76,554
1525,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,8275
19033,1.02,Very Good,F,VS2,63.3,58.0,6.36,6.38,4.03,6007
12075,1.02,Premium,G,SI2,61.8,58.0,6.47,6.4,3.98,3496
15932,0.41,Premium,D,SI2,62.4,60.0,4.77,4.71,2.96,876
4899,0.84,Fair,I,VS2,65.1,57.0,5.91,5.85,3.83,2359
15444,0.72,Very Good,F,VVS2,63.4,56.0,5.68,5.71,3.61,3338
17896,0.35,Ideal,I,VVS2,62.3,57.0,4.53,4.49,2.81,788
